customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
322,Lawrence Harrington,emily00@example.org,United States,2024-12-07,Basic,12454.94
2679,Richard Day,courtney14@example.org,South Korea,2021-07-19,Premium,19032.05
4626,Michael Norton,kristendaugherty@example.net,Australia,2023-02-27,Basic,32071.71
4950,Luke Dixon,ystevenson@example.org,Germany,2020-04-28,Standard,21093.34
8329,Jonathon Gallagher,grosschristopher@example.net,Netherlands,2026-01-31,Premium,43631.14
3338,Shawna Silva,oburton@example.org,United Kingdom,2022-03-16,Premium,8216.89
5590,Holly Banks,ellisrichard@example.net,India,2023-12-13,Premium,21932.98
252,Gregory Ponce,stacy16@example.com,South Korea,2023-04-21,Standard,6308.17
3974,Larry Lloyd,madelinesanchez@example.net,France,2023-07-20,Standard,1355.84
6631,Christopher Jensen,elamb@example.net,France,2024-03-28,Premium,32427.36
5548,Stephanie Salinas,brandon09@example.org,New Zealand,2023-05-18,Basic,43777.95
36,Brian Lee,,United Kingdom,2023-02-22,Basic,28052.61
8363,Joshua Singleton,hancocktheresa@example.com,Netherlands,2024-05-06,Standard,27030.49
1514,Kyle Watkins,dianasantiago@example.org,Norway,2026-05-16,Basic,23014.51
9318,Alexis Snyder,gregory37@example.net,Netherlands,2023-05-22,Basic,40587.64
40,Katherine Salas,,Switzerland,2022-08-03,Premium,12153.83
4820,Ronald Baxter,teresascott@example.org,Germany,2022-09-10,Basic,43714.79
3466,Linda Howard,scott31@example.net,Switzerland,2025-06-18,Premium,20097.53
1761,Brenda Pierce,dcantu@example.net,Argentina,2023-04-11,Basic,28677.11
2305,Nancy Gaines,cgilbert@example.com,Japan,2025-04-05,Standard,15.44
3724,Nicholas Gomez,dgardner@example.org,Japan,2024-10-25,Standard,45624.15
8285,Kiara Stout,lori49@example.org,Japan,2024-11-25,Basic,3774.21
4994,Sharon Johnson,johngarcia@example.com,New Zealand,2023-02-10,Standard,39660.67
8128,Janet Davidson,robertmiller@example.net,Singapore,2024-08-22,Basic,23027.93
3033,David Hunt,christopher60@example.org,Mexico,2024-01-11,Basic,14811.76
7939,James Jensen,rachel55@example.com,Argentina,2022-07-21,Standard,44226.63
3040,Mr. Antonio Yang,donaldbrown@example.com,Canada,2022-04-22,Basic,23962.9
9656,Daniel Henderson,alexanderglass@example.org,South Korea,2021-06-12,Premium,38924.73
2546,Justin Mcbride,john28@example.net,Mexico,2026-04-05,Standard,13985.42
2593,Jessica Romero,alicia81@example.org,Australia,2024-07-01,Standard,19767.21
1189,Danielle Davis,charlotte84@example.net,United States,2022-05-16,Standard,19549.86
7967,Frank Davis,dale78@example.net,South Korea,2026-05-07,Standard,40954.32
6078,Brian Kidd,steven00@example.com,Canada,2021-06-06,Standard,3887.46
108,Tammie Bright,michellemccarthy@example.org,Sweden,2027-05-20,Basic,38199.25
1316,Deborah Williams,stephaniewashington@example.org,France,2023-10-20,Premium,36348.67
8188,Matthew Bates,xthompson@example.org,Spain,2025-04-27,Premium,39008.26
2754,Christopher Ibarra,wrightchristopher@example.com,Italy,2022-10-08,Standard,49076.39
9754,Joanne Dean,jill32@example.org,Netherlands,2021-05-19,Premium,1634.92
6232,Trevor Walker,qwest@example.com,Canada,2022-10-18,Premium,33762.45
2877,Heather Allen,hnavarro@example.com,Canada,2023-04-13,Standard,35342.6
5324,Joel Rogers,matthewcooper@example.org,United Kingdom,2022-05-09,Premium,36882.41
800,Tracy Walker,westdonna@example.org,United Kingdom,2023-12-20,Standard,8027.71
3571,Patrick Norris,christopher19@example.org,France,2024-03-10,Premium,13558.89
2895,Sean Wilson,christopherescobar@example.org,Spain,2025-02-17,Standard,1807.3
2928,Matthew Jones,nrodriguez@example.net,Spain,2024-01-05,Standard,29345.54
8179,Tina Hall,jim68@example.org,United Kingdom,2026-03-30,Premium,522.49
972,Kristin Huerta,tristan01@example.net,New Zealand,2025-03-01,Basic,1959.06
6688,Zachary Yu,claudiaflowers@example.com,India,2024-03-09,Basic,17690.65
8576,David Andrews,briggssteven@example.com,France,2023-01-04,Premium,32667.91
2021,Mark Warren IV,zcoleman@example.org,Brazil,2025-07-18,Standard,23777.78
9055,Mark Rangel,nsmith@example.org,Sweden,2023-06-12,Basic,26827.05
953,Mary Jackson,cruzjuan@example.org,Mexico,2024-11-05,Standard,10038.36
5360,Benjamin Jordan,estephens@example.org,United States,2025-07-05,Basic,39419.03
3858,Jacob Allen,kimberlylopez@example.com,France,2025-02-15,Standard,13053.32
5862,Shaun Henderson,htrujillo@example.com,Norway,2023-10-15,Basic,4525.08
3146,Andrew Harris,nmitchell@example.net,Singapore,2020-06-01,Basic,41668.05
3306,Evelyn Pacheco,matthew75@example.net,Italy,2023-11-20,Standard,1888.89
3007,Rebecca Roberts,yballard@example.net,Norway,2024-01-06,Premium,6057.26
9002,Jason Parker,cohentiffany@example.org,Switzerland,2023-01-21,Premium,12003.01
7771,Julie Martinez,lorithomas@example.net,Brazil,2022-11-30,Basic,6197.92
7439,Matthew Harris,roliver@example.org,Sweden,2024-07-19,Premium,46448.81
7943,Jessica Thompson,baileyjuan@example.com,Japan,2022-10-07,Standard,4515.47
9239,Erik Pittman,dustin78@example.com,Canada,2023-09-20,Premium,19663.36
1057,Maria Case,anna49@example.com,Australia,2023-07-13,Standard,8690.61
3155,Shannon Hurley,tstrong@example.net,United Kingdom,2020-01-31,Standard,27082.33
3788,Heather Shaffer,stucker@example.org,Australia,2022-02-09,Premium,23230.66
9190,Timothy Flowers,elliottryan@example.com,France,2024-08-08,Standard,17462.53
7826,Tammy Alexander,hendersonmadison@example.com,Italy,2026-07-22,Basic,4319.03
7540,Dawn Jones,qruiz@example.net,Spain,2026-04-16,Basic,6941.64
7232,Jessica White,robin66@example.org,Argentina,2021-06-12,Basic,30593.21
765,Amy Ramirez,garyhughes@example.net,Spain,2026-03-10,Standard,30492.89
5020,Carl Larsen,thomas08@example.org,France,2022-11-03,Basic,28588.12
4904,Theresa Martinez,rachael37@example.com,Switzerland,2026-05-11,Basic,42427.82
8094,Amy Ray,gpruitt@example.net,Italy,2021-03-18,Premium,28586.49
6844,Craig Marsh,wilsonemma@example.net,Netherlands,2022-02-06,Basic,26758.38
2166,Anthony Price,ipatterson@example.net,Mexico,2020-08-05,Premium,6764.38
1863,Justin Dalton,mary33@example.com,Spain,2024-05-11,Basic,20481.25
7851,Terry Williams,ytodd@example.net,Netherlands,2021-03-29,Premium,15339.71
9124,David Thomas,johnsonjohn@example.com,Switzerland,2023-11-15,Basic,45835.53
2341,Julia Johnston,millerrobert@example.org,South Korea,2023-10-12,Basic,42300.19
5528,Chad Poole,elizabeth87@example.org,Canada,2025-05-02,Standard,41377.56
6744,Mary Church,oconnordawn@example.com,Japan,2021-06-25,Standard,49092.9
4004,Lisa Lopez MD,christinayoung@example.net,Italy,2022-09-25,Standard,31044.84
1124,Candace Soto,dhicks@example.com,United Kingdom,2021-11-06,Standard,30197.81
8710,Molly Ortiz,jasminemyers@example.org,Brazil,2025-09-24,Standard,49199.41
4050,Mark Maddox,brandon80@example.com,South Korea,2024-06-18,Basic,15895.27
7641,Alexandra Lyons,vbrown@example.com,United Kingdom,2023-01-21,Basic,14184.76
766,Curtis Wilkerson,garciakatherine@example.com,Argentina,2020-11-10,Premium,13378.22
2345,David Yoder,briancummings@example.net,New Zealand,2025-08-23,Standard,9130.8
4072,Christopher Anderson,noblebrian@example.net,Norway,2021-07-11,Basic,6216.69
7217,Richard Long,dylan09@example.net,Sweden,2020-10-30,Basic,24204.12
4217,Rebecca Lopez,jnunez@example.net,Sweden,2026-05-15,Premium,30039.43
7953,David Clark,crystal38@example.net,South Korea,2020-02-17,Basic,12023.12
5971,Kaitlyn Leblanc,ojones@example.net,India,2024-03-16,Premium,19082.99
3351,Erin Mason,beasleychristopher@example.org,India,2022-01-14,Premium,3873.69
4696,Cindy Richardson,garcialisa@example.net,Netherlands,2022-07-24,Premium,43273.35
3400,Mark Decker,emilymoody@example.com,Switzerland,2025-03-26,Premium,46179.34
4082,Valerie Morgan,lpayne@example.com,Germany,2025-11-06,Standard,5387.05
9150,Catherine Griffin,kellyskinner@example.net,Spain,2020-12-26,Premium,23905.93
1225,Mariah Thompson,cmartin@example.com,France,2024-09-17,Premium,46015.94
6293,Kathleen Garcia,tlee@example.net,United Kingdom,2023-07-28,Premium,12358.8
3123,David Chapman,anitawise@example.net,Switzerland,2021-12-24,Standard,39202.57
511,James Whitaker,benjaminmcguire@example.org,India,2024-12-12,Standard,31043.94
5795,Heather Matthews,dunnashley@example.net,Australia,2020-03-11,Standard,14724.91
8182,Anthony Elliott,bwu@example.net,India,2025-02-14,Standard,22856.59
9418,Joan Crane,denise89@example.org,Italy,2025-12-07,Basic,25631.53
97,Jasmin Alvarado,thomasjennifer@example.org,Japan,2026-11-30,Basic,12744.58
6682,Jacob David,dandrade@example.net,Brazil,2024-05-28,Premium,3608.57
1513,Anthony Simmons,whitenicholas@example.com,Spain,2022-05-24,Standard,30299.96
8792,Annette Weaver,sarah52@example.com,Sweden,2024-07-05,Premium,39565.07
115,Margaret Coleman,pjohnson@example.org,United Kingdom,2025-03-16,Basic,32189.37
7792,Jason Norris,christian74@example.net,Germany,2022-02-14,Premium,24632.52
6518,Juan Lopez,brendafarrell@example.com,Singapore,2021-03-12,Standard,27006.63
34,Cathy Robinson,,Argentina,2025-06-30,Standard,8006.63
7888,Cynthia Harper,nixonbrittany@example.net,New Zealand,2021-06-25,Basic,22323.96
6831,Tonya Campbell,deckerrobert@example.com,Japan,2025-03-19,Standard,694.59
5422,Joshua Sims,joshuachase@example.net,Brazil,2025-10-17,Standard,30619.95
1069,Brandy Myers,robertthornton@example.com,Japan,2020-12-19,Standard,22313.39
1348,Richard Reyes,eric16@example.net,United Kingdom,2023-04-12,Premium,26881.14
4748,Justin Yu,jose51@example.org,India,2022-04-21,Standard,16864.85
6006,Eric Clark,fernandezlynn@example.org,India,2022-02-13,Standard,28146.32
6040,Mary Delacruz,susanwalker@example.com,Singapore,2020-07-24,Premium,30111.68
3818,Jeffrey Benton Jr.,olsenwilliam@example.org,New Zealand,2023-09-22,Standard,29047.07
8447,Jennifer Lopez,helenbradley@example.org,Mexico,2026-07-30,Basic,16684.89
5270,Nicholas George,qfranklin@example.net,Switzerland,2023-02-28,Premium,23192.03
6898,Robert Smith,vjones@example.org,South Korea,2024-02-26,Premium,48891.52
5310,Lawrence Glover,hamiltonandrew@example.org,Mexico,2024-09-08,Basic,38701.94
32,David Martinez,,United Kingdom,2024-03-31,Premium,42987.18
5675,Benjamin Wilkinson,xwilson@example.org,Brazil,2021-04-26,Premium,39278.27
4387,Christopher Murphy,michellewood@example.net,Japan,2021-09-29,Standard,7487.66
30,Joseph Coleman,,Canada,2022-02-04,Basic,1939.69
4203,Madison Rodriguez,jeffreyprice@example.com,Italy,2021-04-08,Standard,47783.49
7508,Sandra Lee,hosborn@example.net,Netherlands,2024-01-27,Basic,42712.78
736,Casey Wilkins,smitheric@example.net,United States,2024-07-23,Basic,1296.77
2068,Curtis Obrien,ashleyturner@example.com,India,2021-06-22,Standard,4838.28
107,Amanda Jones,kempbonnie@example.org,Japan,2027-01-17,Basic,12258.18
9645,Tammy Gonzalez,aprilvillanueva@example.net,New Zealand,2024-09-01,Standard,37144.03
8895,Scott King,david54@example.net,Netherlands,2021-09-05,Premium,22707.07
8021,Ryan Barrera,wilsonbrandon@example.org,Sweden,2024-01-04,Premium,47077.68
2233,Ryan Brown,kevinhess@example.org,Switzerland,2022-01-19,Premium,1177.54
994,Michelle Rodriguez,paulrussell@example.org,France,2025-10-22,Standard,44266.15
9413,Donald Oconnor,cassandrapark@example.com,Singapore,2025-06-15,Premium,5705.71
7059,Kelly Williamson,julia77@example.org,Spain,2025-06-28,Standard,4002.19
6790,Samantha Soto,arichardson@example.com,Japan,2023-06-05,Standard,36468.38
361,Anthony Gonzales,rachel49@example.org,Italy,2024-08-17,Standard,26329.25
305,Curtis Williams,richardkelly@example.net,United States,2024-09-25,Standard,24090.19
2628,Brian Rodriguez,kayla55@example.net,New Zealand,2024-12-29,Basic,47316.59
8966,Kevin Clayton,gjohnson@example.net,Switzerland,2020-05-11,Premium,11676.5
4514,Abigail Mills MD,dustin03@example.org,Mexico,2020-10-12,Basic,9853.74
5911,Yolanda Brown,clarkisaac@example.com,Switzerland,2022-02-12,Standard,35704.24
8314,Colton Munoz,johnsonhannah@example.org,Netherlands,2024-06-22,Standard,8390.17
3101,Sarah Frederick,stevenking@example.org,Canada,2026-07-26,Basic,31795.07
5704,Shannon Hill,spencerabigail@example.net,Norway,2021-04-16,Basic,23959.65
3899,Ashley Wilson,michael18@example.com,United States,2021-07-12,Premium,26481.78
5441,David Nolan,taylorkayla@example.org,United Kingdom,2023-10-19,Premium,33942.83
7931,Donald Salazar,allison33@example.net,Brazil,2024-07-31,Basic,29921.54
622,Adam Taylor,robert22@example.org,Norway,2021-02-15,Premium,22099.88
7236,Brian Taylor,garciarobert@example.com,South Korea,2022-11-15,Standard,16756.34
2499,Veronica Flores,rwashington@example.net,South Korea,2024-05-22,Basic,35779.9
714,Dana Ruiz,jasongentry@example.org,Singapore,2024-03-27,Basic,11576.42
8404,James Fernandez,jason88@example.net,Mexico,2026-03-14,Premium,14433.63
2856,Jennifer Hoover,oholmes@example.net,India,2023-10-11,Standard,28350.21
4270,Jeffrey Hall,nicolechristensen@example.net,Argentina,2023-04-20,Standard,14545.69
2909,Laurie Carter,cynthia65@example.net,Italy,2025-12-27,Basic,17335.06
8081,Shelly Jackson,wsimpson@example.net,South Korea,2020-01-16,Premium,15301.62
4517,Cheryl Rose,clayton42@example.org,Brazil,2025-09-14,Basic,39911.71
1262,Melinda Mitchell,edward81@example.org,Switzerland,2022-05-09,Basic,43167.96
3161,James Gilbert,duffycody@example.net,United Kingdom,2021-12-22,Basic,2403.06
971,Michael Cruz,xsimpson@example.com,Brazil,2023-11-13,Basic,35102.64
3913,Seth Jones,nelsonangela@example.org,Sweden,2023-11-06,Standard,22741.21
5199,Scott Wood,paul31@example.org,Brazil,2024-11-07,Premium,18724.03
8847,Christopher Gutierrez,bruce69@example.com,South Korea,2025-11-22,Premium,33081.21
260,Chad Jones,ralph67@example.org,Spain,2020-09-19,Standard,14882.1
3791,Melody Castro,rebeccahines@example.net,Sweden,2026-05-27,Premium,2730.8
9203,Michaela Strickland,wilsonanthony@example.org,Netherlands,2023-11-18,Basic,38615.08
488,Emma Butler,gabriellechavez@example.com,United Kingdom,2023-06-05,Standard,25921.93
7908,Suzanne Johnson,scollins@example.com,South Korea,2024-06-03,Basic,39970.32
519,Crystal Mann,amanda74@example.net,Australia,2023-10-14,Premium,38931.18
8343,Grace Lewis,kevinnelson@example.org,Singapore,2025-08-11,Standard,22128.0
312,Jonathan Glass MD,zacharyalexander@example.net,Brazil,2025-05-25,Basic,7114.35
3232,Jeffrey Mcclure,manderson@example.net,Japan,2026-06-26,Premium,25913.01
7933,Joshua Mann,nschmidt@example.org,Italy,2020-10-09,Premium,21740.57
7458,Robert Brown,castillonancy@example.org,Spain,2021-04-20,Premium,39323.0
9784,Maria Murillo,powellsarah@example.net,Switzerland,2020-07-03,Standard,19948.55
5184,Jason Fletcher,piercemadeline@example.org,Canada,2020-01-11,Premium,12314.89
8077,Jesse Yang,burnettaustin@example.org,South Korea,2020-06-16,Basic,9541.24
6502,Hunter Williamson,andrewramirez@example.org,Germany,2024-10-05,Standard,48220.41
6791,Sharon Miller,yrodriguez@example.org,Japan,2021-05-14,Premium,47907.02
7773,Cindy Martin,bchristensen@example.com,Italy,2024-06-09,Premium,41798.44
2738,Cynthia Smith,adam30@example.net,France,2022-08-16,Standard,33321.06
7842,Stephanie Mcintosh,sheppardelizabeth@example.com,Netherlands,2021-04-17,Basic,3920.77
6262,Gregory Hale,medinalauren@example.com,Canada,2021-07-27,Premium,717.4
8206,Jessica Morris,cookrobin@example.org,United States,2024-01-03,Basic,30200.53
1248,Kyle Welch,rose86@example.com,France,2025-06-08,Premium,29747.04
9336,Brian Maldonado,markbarrera@example.org,Germany,2023-05-13,Basic,14784.16
4195,Mr. Reginald Roman,lreyes@example.net,Netherlands,2021-06-20,Basic,43864.47
8001,James Rivas,dorothy89@example.com,Germany,2020-04-14,Standard,12492.78
7378,Jesse Allen,kwilliams@example.org,Norway,2026-01-24,Basic,7850.53
3435,Phillip Anderson,lewistyler@example.net,India,2020-04-24,Premium,5838.34
5382,Whitney Macdonald DVM,briannamontoya@example.com,United States,2023-09-20,Premium,21153.58
959,Michael Brown,brian95@example.com,Canada,2025-03-03,Standard,42091.02
417,Laurie Sanchez,fergusonmelissa@example.com,United Kingdom,2020-12-04,Premium,5843.95
5742,Marilyn Page DVM,brian94@example.org,Germany,2021-02-09,Standard,182.68
6728,Taylor Morales,ogilbert@example.net,Norway,2025-09-07,Basic,10074.88
4382,Robert Moore,icruz@example.net,United Kingdom,2020-11-29,Basic,21541.34
5197,Francis Walker,wayne89@example.net,Singapore,2026-06-16,Basic,49038.84
1113,Carrie Valdez,chaneypaul@example.org,South Korea,2020-03-13,Basic,453.0
2689,Matthew Berg,svargas@example.net,Canada,2022-11-28,Standard,10949.59
6473,Janet Larson,qramirez@example.com,Netherlands,2024-01-29,Basic,8561.55
8820,Colton Green,candace05@example.com,Norway,2021-10-02,Basic,11818.79
7808,Paul Watkins,michaelmartin@example.org,India,2020-12-12,Premium,5135.23
3411,Aimee Fisher,lisalarson@example.com,Netherlands,2023-04-26,Basic,18517.87
81,Cynthia Moore,noatsign030example.com,New Zealand,2022-04-23,Standard,13745.24
4614,Richard Hale,fletcherjohn@example.com,France,2024-03-15,Standard,31936.27
1374,Kevin Alvarado,davidleonard@example.com,Spain,2020-08-04,Premium,10846.41
1510,David Jones,reesedonna@example.org,France,2023-07-08,Standard,36923.6
6443,Kimberly Turner,henrykylie@example.org,Switzerland,2024-06-02,Standard,14544.9
3071,Tammy Rowe,charles13@example.com,Switzerland,2024-03-12,Standard,46217.52
3016,Patricia Moore,kelseyshaw@example.com,Japan,2021-08-25,Basic,44753.29
4823,Darryl Christensen,owenlori@example.org,Netherlands,2025-10-02,Standard,38306.81
7822,Mr. Jeremy Cohen Jr.,wmcdaniel@example.com,Brazil,2020-11-14,Basic,487.26
93,Kimberly Gibson,matthew06@example.org,Argentina,2027-07-20,Standard,15002.82
9421,Douglas Hale,yowens@example.net,Norway,2020-08-30,Standard,18031.8
6600,Patricia Hayes,randy57@example.org,Argentina,2024-08-29,Basic,11910.09
4443,Joseph Williams,brandy60@example.org,Spain,2025-08-28,Premium,16106.3
7602,Sherry Horton,lhopkins@example.com,France,2026-02-09,Basic,20506.13
3835,Tiffany Hughes,alutz@example.net,Japan,2023-04-07,Standard,34892.96
9702,Kayla Watson,cbates@example.org,United States,2025-08-10,Premium,45567.59
4322,James Smith,amartinez@example.com,Italy,2022-06-08,Basic,3191.35
3394,Peter Anderson,elizabethgibson@example.net,Sweden,2022-11-13,Basic,40882.16
4752,Carrie Lewis,larryking@example.org,Australia,2026-05-01,Basic,20557.79
7229,Nicholas Berry,alan64@example.com,Mexico,2023-06-30,Premium,7235.07
9191,Jeanette Nielsen,crystalvasquez@example.net,New Zealand,2025-06-19,Standard,31557.56
2361,Robert Skinner,kelly29@example.net,Italy,2025-03-31,Standard,6025.91
1148,Colin Fletcher,jonathonmorris@example.org,United Kingdom,2026-02-22,Standard,7470.35
5666,Tyler Dominguez,erika94@example.com,Switzerland,2021-06-25,Standard,37425.24
8075,Eric Parker,mmorris@example.org,Argentina,2020-06-14,Standard,46297.16
4943,Christopher Robbins,afletcher@example.org,Japan,2025-10-30,Standard,40763.04
3663,Anna Thompson,dyerkyle@example.org,Netherlands,2020-09-20,Standard,22945.84
1563,Larry Lane,ybennett@example.net,Netherlands,2025-01-21,Standard,29946.4
4113,Judith Myers,nmalone@example.net,Mexico,2025-03-10,Premium,5765.44
9050,Jason Barnes,vrodriguez@example.com,United States,2020-05-30,Premium,18534.33
9276,Melinda Allen,jessicarichards@example.net,Canada,2024-08-30,Standard,28126.31
8538,Maria Davidson,thompsonrebecca@example.com,Singapore,2020-11-24,Basic,40772.94
795,Courtney Chapman,caleb74@example.com,Norway,2022-04-24,Basic,31252.62
5854,Kim Flynn,timothy51@example.org,Canada,2023-11-26,Standard,31383.13
7619,Mark Meyer,faith08@example.net,France,2020-12-12,Basic,47829.41
1594,Kim James,davidlopez@example.net,Argentina,2023-07-07,Basic,29977.32
7418,Calvin Bowers,ascott@example.org,Australia,2022-08-13,Standard,36123.56
5267,Emily Riley MD,longtammy@example.org,Germany,2023-02-05,Standard,3439.8
7147,Arthur Golden,cynthia17@example.org,India,2025-05-07,Premium,48787.3
89,Timothy Romero,user038@nodotdomain,Sweden,2020-12-11,Premium,17273.25
8695,Charles Lloyd,popethomas@example.com,United Kingdom,2024-08-08,Standard,27223.37
9732,Angel Wright,jameslucero@example.org,Canada,2020-12-15,Basic,26713.29
9446,Kristin Roberson,rjackson@example.com,Argentina,2020-04-03,Premium,17678.84
6754,Melissa Ruiz,serranotimothy@example.org,Brazil,2020-01-27,Basic,19251.14
3502,David Morse Jr.,ljones@example.com,Brazil,2020-02-14,Basic,46091.27
2234,Thomas Ramos,thomaslynch@example.com,Brazil,2020-02-11,Premium,10.96
2803,Maria Figueroa,lbauer@example.com,Australia,2021-06-15,Standard,28923.62
4424,John Mcneil,stephanie43@example.org,Canada,2022-06-24,Premium,44370.52
5663,John Webb,brandi11@example.com,Sweden,2021-06-20,Premium,40410.92
7170,Andrew Edwards,dianadiaz@example.net,India,2021-03-31,Premium,24810.98
8337,William Blake,ericcoleman@example.com,South Korea,2025-03-12,Basic,7757.74
2148,James Weaver,qcaldwell@example.com,Argentina,2021-09-02,Standard,44953.5
7969,Robert Mills,johnsonrichard@example.org,South Korea,2023-07-16,Basic,27390.33
6551,Thomas Johnson,lindsay96@example.com,Japan,2020-01-01,Standard,18638.27
7643,Robert Jackson,jamesdickson@example.com,Switzerland,2023-05-22,Basic,1985.23
6164,Blake Owens,james81@example.org,France,2021-06-25,Standard,45685.21
1495,Cheryl Mclean,qgreene@example.org,Netherlands,2024-10-09,Standard,8944.29
7696,Jordan Lynch,jennifermann@example.com,Brazil,2023-02-14,Standard,24364.61
7094,Katelyn Yang,harrismarc@example.net,Argentina,2024-11-19,Premium,44479.74
1409,Michael Woods,gcruz@example.org,South Korea,2024-11-04,Basic,48596.51
6691,Kevin Anderson,cassandrabanks@example.org,United States,2022-01-02,Premium,16496.13
3401,Ruben Cruz,poolepaul@example.org,United States,2026-07-08,Premium,23877.28
109,Jessica Garcia,hernandezgregory@example.net,Netherlands,2027-03-17,Standard,1205.07
5636,Robert Jones,jaredsmith@example.org,United States,2025-05-10,Premium,2117.92
8482,Kara Estrada,ortegatheresa@example.net,Canada,2024-01-09,Premium,24962.46
6604,Eric Li,darrellperkins@example.net,Brazil,2020-02-26,Basic,568.47
1091,Ian Torres,elliottzachary@example.com,Sweden,2024-02-23,Standard,3745.25
5560,Laura Sanders,mariajohnson@example.com,Spain,2021-09-24,Premium,32598.55
9412,Daniel Perez,kylemyers@example.com,Singapore,2020-02-21,Basic,24406.67
8143,Brooke Johnson,christopherbaker@example.org,Japan,2026-07-09,Standard,34717.59
8664,Wyatt Cortez,davidmartin@example.net,United States,2024-07-14,Basic,38121.74
6596,Michael Clay,ydiaz@example.org,Switzerland,2022-10-30,Standard,44615.25
624,Michael Perry PhD,carolynduke@example.com,France,2020-01-30,Basic,24837.14
6871,Brandi Cunningham,chanchris@example.org,Canada,2024-12-06,Standard,10270.82
4814,Mr. Thomas Jones PhD,christineblackwell@example.org,Norway,2023-01-18,Basic,16635.42
6553,Marcus Williams,milesrobert@example.org,South Korea,2021-02-13,Standard,12665.93
7530,Matthew Townsend,jpitts@example.org,Canada,2026-01-26,Premium,12324.47
5796,Darlene Kelly,wattsstephanie@example.net,Germany,2023-04-23,Basic,36584.57
7437,Lonnie Martinez,andreahill@example.net,Norway,2022-02-03,Premium,47381.74
4218,John Garcia,ericamoore@example.org,Singapore,2021-09-03,Standard,21897.84
5941,Walter Howard,henrycandice@example.com,Brazil,2020-05-26,Standard,35402.37
8501,Steven Barker II,williamsmatthew@example.org,Italy,2021-03-15,Basic,48321.7
6429,Justin Figueroa,johnvasquez@example.org,Germany,2024-02-04,Standard,46343.44
6827,Walter Bailey,joebaker@example.net,New Zealand,2023-05-14,Premium,23564.7
4131,James Bennett,millernatalie@example.org,Japan,2022-05-01,Basic,23700.19
7802,Christina Simon,mclements@example.com,New Zealand,2024-10-15,Standard,3677.55
7754,Kiara Hawkins,russellelizabeth@example.com,Singapore,2021-07-26,Standard,49063.79
4722,Lisa Riggs,zrobinson@example.com,Japan,2026-07-03,Basic,32322.85
1651,Michael Anderson,allison23@example.com,Australia,2026-02-11,Standard,37245.15
4141,Jacob Hoover,jonathan96@example.net,Netherlands,2020-05-19,Premium,29778.76
1618,Janet Cook,parksandre@example.com,Mexico,2025-08-23,Standard,26105.05
2030,James Miller,kristen77@example.org,United Kingdom,2024-03-11,Standard,15963.75
8518,Daniel Munoz,cynthiaortiz@example.org,South Korea,2022-03-28,Standard,35417.88
4576,Monica Howe,edwardreed@example.com,Switzerland,2023-09-14,Premium,39567.15
